N_PROF,PRES,TEMP,PSAL,LATITUDE,LONGITUDE,JULD,float_id,file
0,299.0,11.565,34.981,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,349.4,10.741,34.915,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,399.2,9.875,34.836,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,449.4,9.376,34.799,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,449.4,9.376,34.799,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
0,449.4,9.376,34.799,-9.857,55.953,2002-11-11 09:20:28.000017920,1900121,D1900121_001.nc
